teamAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceRoadSequence,conferenceSequence,divisionHomeSequence,divisionL10Sequence,divisionRoadSequence,divisionSequence,gameTypeId,goalDifferential,goalFor,goalAgainst,homeGoalDifferential,homeGoalsFor,homeGoalsAgainst,homeLosses,homeOtLosses,homePoints,homeRegulationWins,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationWins,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,points,regulationPlusOtWins,regulationWins,roadGoalDifferential,roadGoalsFor,roadGoalsAgainst,roadLosses,roadOtLosses,roadPoints,roadRegulationWins,roadWins
PHI,11,4,6,8,5,3,3,3,2,7,250,243,-2,111,113,13,8,48,13,20,10,11,25,36,3,0,14,4,7,19,8,10,11,27,12,98,33,27,9,139,130,14,4,50,14,23
WSH,4,1,14,9,2,1,8,4,2,19,263,244,30,139,109,11,5,55,22,25,10,10,33,43,2,0,16,7,8,6,2,22,12,30,9,95,41,37,-11,124,135,19,4,40,15,18
VGK,6,1,5,4,3,1,2,1,2,15,265,250,19,146,127,12,9,49,18,20,10,15,25,40,0,3,17,6,7,13,1,13,13,26,17,95,38,30,-4,119,123,14,8,46,12,19
EDM,7,4,7,5,4,2,3,2,2,13,282,269,3,143,140,14,5,49,17,22,10,9,23,32,2,2,14,5,6,14,6,16,14,30,11,93,41,32,10,139,129,16,6,44,15,19
UTA,9,8,6,6,4,5,4,4,2,28,268,240,13,137,124,16,3,47,17,22,10,6,37,43,4,0,12,5,6,20,15,14,15,33,6,92,43,33,15,131,116,17,3,45,16,21
DET,13,14,8,10,7,7,5,6,2,-17,241,258,-10,127,137,16,4,46,14,21,10,-16,45,29,6,2,6,2,2,23,28,12,16,31,10,92,39,30,-7,114,121,15,6,46,16,20
CBJ,9,16,10,11,3,8,5,5,2,0,253,253,9,135,126,13,8,48,17,20,10,-13,34,21,7,1,5,1,2,16,31,17,17,30,12,92,33,28,-9,118,127,17,4,44,11,20
ANA,4,14,9,7,1,7,4,3,2,-15,273,288,2,145,143,13,4,52,15,24,10,-11,41,30,6,2,6,2,2,10,27,23,18,33,6,92,35,26,-17,128,145,20,2,40,11,19
NYI,12,13,9,12,6,7,4,6,2,-8,233,241,-2,120,122,17,2,46,17,22,10,-11,35,24,7,0,6,3,3,22,26,15,19,34,5,91,39,29,-6,113,119,17,3,45,12,21
LAK,14,5,3,8,7,3,1,4,2,-22,225,247,-20,108,128,17,9,39,10,15,10,1,31,32,2,2,14,3,6,29,9,7,20,27,20,90,30,22,-2,117,119,10,11,51,12,20
NJD,14,10,11,13,7,5,6,7,2,-24,230,254,-3,121,124,17,3,45,12,21,10,-3,34,31,4,1,11,4,5,25,19,18,21,37,3,87,38,29,-21,109,130,20,0,42,17,21
STL,10,6,10,9,5,3,6,5,2,-27,231,258,-10,116,126,14,7,47,17,20,10,9,31,40,3,1,13,6,6,21,11,24,22,33,12,86,36,33,-17,115,132,19,5,39,16,17
NSH,11,12,8,10,6,7,5,6,2,-22,247,269,-5,127,132,17,3,45,16,21,10,0,30,30,5,1,9,3,4,24,24,20,23,34,10,86,33,28,-17,120,137,17,7,41,12,17
SJS,8,9,11,11,5,4,5,5,2,-41,251,292,-16,126,142,14,6,48,15,21,10,-4,35,31,4,1,11,5,5,18,18,25,24,35,8,86,37,27,-25,125,150,21,2,38,12,18
FLA,8,9,15,14,6,5,7,7,2,-25,251,276,10,133,123,15,3,49,17,23,10,1,35,36,4,1,11,5,5,15,17,29,25,38,4,84,35,32,-35,118,153,23,1,35,15,17
WPG,12,10,12,12,7,6,7,7,2,-29,231,260,-3,124,127,16,6,44,17,19,10,-11,37,26,5,0,10,4,5,26,22,26,26,35,12,82,33,28,-26,107,133,19,6,38,11,16
SEA,13,16,14,13,6,8,6,6,2,-37,226,263,-4,121,125,17,5,43,16,19,10,-19,39,20,8,0,4,1,2,28,32,28,27,37,11,79,32,26,-33,105,138,20,6,36,10,15
TOR,15,15,16,15,8,8,8,8,2,-46,253,299,-10,135,145,15,8,44,15,18,10,-19,47,28,7,1,5,1,2,27,30,31,28,36,14,78,31,23,-36,118,154,21,6,34,8,14
CGY,5,11,16,14,2,5,8,7,2,-47,212,259,13,120,107,13,5,51,18,23,10,-7,37,30,5,1,9,4,4,11,23,32,29,39,9,77,30,27,-60,92,152,26,4,26,9,11
NYR,16,7,12,16,8,4,7,8,2,-12,238,250,-18,106,124,20,7,35,9,14,10,16,20,36,4,0,12,6,6,31,13,19,30,39,9,77,31,25,6,132,126,19,2,42,16,20
CHI,15,15,13,15,8,8,8,8,2,-62,213,275,-28,107,135,19,8,36,11,14,10,-17,42,25,7,1,5,2,2,30,29,27,31,39,14,72,26,22,-34,106,140,20,6,36,11,15
VAN,16,13,15,16,8,6,7,8,2,-100,216,316,-59,101,160,27,5,23,6,9,10,-12,43,31,6,0,8,1,4,32,25,30,32,49,8,58,19,15,-41,115,156,22,3,35,9,16
